judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64
Phi-3.5-mini-instruct,fact_00121_Maya Yoshida,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00122_Flávio Rocha,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00123_John Forbes Nash Jr.,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00124_Zewde Gebre-Sellassie,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00125_Lupe Vélez,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00126_Kevin De Bruyne,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00127_Ezechiel N'Douassel,0.5,0.5,0.5,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00128_Noel Malicdem,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00129_Rebecca Romijn,0.5,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00130_Robert Guthrie,0.5,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00131_Aditya Kalyanpur,0.0,1.0,1.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00132_Dennis Andersson,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00133_Daniel Bedingfield,1.0,0.5,0.5,0.5,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00134_Celâl Bayar,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00135_Michael Coulson (barrister),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00136_Khalid Mahmood Mithu,0.0,0.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00137_Rachel Weisz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00138_Diana Ivanova,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00139_Jashubhai Dhanabhai Barad,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00140_André Le Nôtre,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00141_Kerwin Bell,1.0,1.0,1.0,1.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00142_Cierre Wood,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00143_Stephen Miller (political advisor),0.0,0.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00144_Jacques Cousteau,0.0,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00145_Carmelo Anthony,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00146_Asafa Powell,0.0,1.0,1.0,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00147_Huang Xing,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00148_Rohit Sharma,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00149_Jorge Enríquez,0.0,0.0,0.0,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00150_Levi Roots,1.0,1.0,1.0,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00151_Jean-Claude Van Damme,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00152_Felix Newman,1.0,1.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00153_Santiago Vergini,1.0,1.0,1.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00154_Earl Garrison,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00155_Tacko Fall,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00156_Karl Eliasberg,0.5,0.5,0.5,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00157_Timothy Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00158_Jeffrey Viggiano,1.0,1.0,0.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00159_Yordanka Donkova,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00160_Tony Bellew,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00161_Winston Churchill,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00162_Aleksandar Kolarov,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00163_Alexandre Hohagen,0.5,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00164_Jamie Cripps,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00165_Marcus Aurelius,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00166_Emcee N.I.C.E.,0.5,0.5,0.5,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00167_Sun Wenguang,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00168_Jeff Beukeboom,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00169_Phil Vickery (rugby union),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00170_Shoya Nakajima,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00171_Karyn Pugliese,0.5,1.0,1.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00172_Ingo Titze,0.5,0.5,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00173_León Dujovne,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00174_Jennifer Sevilla,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00175_Will Keane,0.5,0.5,0.5,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00176_Settimo Mineo,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00177_Yuu Watase,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00178_Pablo Ganet,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00179_Sayaka Ando,0.0,1.0,0.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00180_Édgar Iván López,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00181_Chris Woakes,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00182_Diosdado Cabello,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00183_Muhammad Ali Jinnah,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00184_Dana Awartani,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00185_Brianna Keilar,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00186_Vanda Pignato,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00187_Vadhir Derbez,0.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00188_Cédric Bakambu,0.5,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00189_Neil Googe,1.0,1.0,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00190_Sada Thompson,0.0,0.0,0.0,1.0,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00191_Thirayuth Boonmee,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00192_Michael L. MacDonald,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00193_Bobby Fischer,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00194_Jose Canseco,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00195_Jeffrey Satinover,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00196_Yehuda Lindell,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00197_Kathleen A. McGrath,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00198_Benjamin Lawrence Reid,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00199_Djimon Hounsou,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00200_Vance Joy,0.0,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00201_Jimmy Tompkins (priest),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00202_Ahsee Tuala,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00203_Susan Sarandon,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00204_Don DeLillo,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00205_Ramli Sarip,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00206_Michael Collins (astronaut),0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00207_Elizabeth Inglis,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00208_Fifi Cooper,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00209_Lali Espósito,1.0,1.0,1.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00210_Maddy Crippen,0.0,0.5,0.5,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00211_Francis Nicholson (painter),0.5,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00212_Will Voigt,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00213_Josiah Maduabuchi,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00214_Thomas Jack,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00215_Ziaur Rahman,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00216_Loo Kum Zee,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00217_Patoranking,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00218_Richard Burton,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00219_Guillermo Rigondeaux,1.0,0.5,0.5,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00220_Shaolin (humorist),1.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00221_Jessie Mae Brown Beavers,1.0,1.0,1.0,1.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00222_Lennie Hayton,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00223_Ahmed Mumin Warfa,0.5,0.0,0.0,0.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00224_Rachel Bilson,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00225_Xi Jinping,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00226_Dewi Sartika,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00227_Alf Garland,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00228_Raúl Esparza,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00229_Robin del Castillo,0.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00230_Abdul Ilah Khatib,0.0,0.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00231_Jennifer Maia,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00232_Philippe Coutinho,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00233_Kevin Anderson (tennis),0.0,1.0,1.0,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00234_Pogo (musician),1.0,1.0,0.0,0.5,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00235_Valerie Harper,0.0,0.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00236_Fuerza Guerrera,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00237_Mukesh (actor),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00238_Serena Tideman,0.5,0.5,0.5,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00239_Bif Naked,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00240_Phife Dawg,0.0,1.0,1.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00241_Michael Folorunsho,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00242_Naz Mitrou-Long,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00243_Julie Bishop,0.5,0.5,1.0,0.5,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00244_Tarik Marzouk,0.5,0.5,0.5,0.5,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00245_Dominique Blake,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00246_Lina Marulanda,0.5,1.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00247_Diafra Sakho,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00248_Haruto Takahashi,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00249_Fahadh Faasil,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00250_Dr. Dre,0.0,0.0,0.5,0.5,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00251_Quincy Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00252_W. Clark Still,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00253_Patrick Merrill,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00254_Radja Nainggolan,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00255_Caitlin Lowe,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00256_Salt Bae,0.0,1.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00257_Camille Paulus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00258_Charley Boorman,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00259_Michael Douglas,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00260_Douglas Wood (engineer),0.0,1.0,0.0,0.5,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00261_Zubaira Tukhugov,0.0,0.0,0.5,1.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00262_Riccardo Tisci,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00263_Billy Snedden,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00264_Esteban Espíndola,0.0,0.5,0.5,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,fact_00265_Franck Ribéry,1.0,0.0,0.0,1.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00266_Jamie Dornan,1.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00267_Gretl Braun,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00268_Patricia Cladis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00269_Idris Elba,0.0,0.0,1.0,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00270_Daniel Ek,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00271_Ushoshi Sengupta,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00272_Joseph Michael Linsner,1.0,1.0,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00273_Julian Jarrold,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00274_Kari Matchett,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00275_Belisarius,1.0,1.0,1.0,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00276_Carol Dweck,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00277_Johann Christian von Engel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00278_José Cardozo,0.0,0.0,1.0,0.0,1.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00279_Ted Thompson,0.0,0.0,0.0,0.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00280_Stephanus Swart,0.0,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00281_Grant Bowler,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00282_Robert Jennings (rugby league),0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00283_Leo Kokubo,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00284_Mark Murphy (singer),0.0,0.5,0.5,0.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00285_Rigoberto Torres,0.0,0.5,0.5,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00286_Amr Diab,0.0,1.0,1.0,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00287_Walter Model,0.0,0.0,1.0,1.0,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00288_Joel Edgerton,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00289_Robbie Horgan,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00290_Vicky Kaushal,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00291_Stan Marple,0.0,0.0,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00292_Tanel Ingi,0.0,0.0,0.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00293_John Counter,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00294_Klaudia Kaczorowska,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00295_Muhammad Alhamid,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00296_Akbar Hossain,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00297_Wil Nieves,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00298_Jemima Goldsmith,1.0,0.5,0.5,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00299_Roxana Miranda,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00300_Coco Chanel,0.0,0.0,1.0,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00301_Tom Buk-Swienty,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00302_Enamul Haque (engineer),0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00303_Jefferson Thomas,0.0,0.0,0.5,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00304_Abdelhamid Shabana,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00305_Mattias Asper,0.0,0.0,0.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00306_G. Fowler Stewart,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00307_Abdullahi Mohammad Ahmad Hassan,0.0,0.0,0.5,1.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00308_Sérgio Moraes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00309_Diego Godín,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00310_Lunay (singer),0.0,1.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00311_Trevor Noah,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00312_Adel Emam,1.0,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00313_Samir Kochhar,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00314_Rosé (singer),0.0,0.0,0.0,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00315_Billy Conigliaro,1.0,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00316_Arif Mohammad Khan,0.5,0.5,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00317_Nikole Hannah-Jones,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00318_María José (singer),1.0,1.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00319_Robert Whittaker (fighter),0.0,0.0,1.0,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00320_Sergei Bodrov,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00321_Bob Marley,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00322_Jake Tilson,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00323_Michael H. Schneider Sr.,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00324_Zeca Pagodinho,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00325_Irina Shayk,0.0,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00326_Maggie Cogan,1.0,0.5,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00327_Marcel Hernández,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00328_Dana Ashbrook,0.0,0.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00329_Ricky Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00330_Ryan Brasier,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00331_Kathinka Pasveer,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00332_Cha Eun-woo,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00333_Abdul Halik Hudu,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00334_Worranit Thawornwong,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00335_Carl Braun (obstetrician),0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00336_Shawn Ashmore,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00337_Sila María Calderón,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00338_Pratibha Patil,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00339_Lodewicus du Plessis,0.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00340_Shane Fontayne,1.0,1.0,1.0,1.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00341_RM (rapper),0.5,0.5,0.5,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00342_Francisco Urroz (footballer),0.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00343_Ameyaw Debrah,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00344_Cleopatra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00345_Ana Cláudia Bolzan,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00346_Jean Muir (actress),0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00347_Evgeny Shalunov,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00348_Charles Allen (jurist),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00349_Deyverson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00350_Ruth Fischer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00351_Cris Cyborg,0.0,0.5,0.5,0.5,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00352_Joe McGinniss,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00353_Yuyan,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00354_Bobby Thomson,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00355_Vijay (actor),1.0,1.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00356_Eric Winter,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00357_Hoshiar Singh Dahiya,0.5,0.0,0.5,0.5,0.5,0.0,0.5
