judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64
Phi-3.5-mini-instruct,fact_00397_Anderson Silva,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00399_Edgar Bennett,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00401_Balázs Bekő,1.0,1.0,0.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00404_Abraham Ancer,0.5,0.5,1.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00418_A. K. Ramanujan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00420_Carlos Ghosn,1.0,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00421_Anurag Kashyap,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00425_Angela Bairstow,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00427_Ernestine Eckstein,0.5,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00430_Ezekiel Elliott,1.0,1.0,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00433_Aaron Burr,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00444_Charles B. McVay III,0.0,0.0,0.5,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00448_Carol Chell,0.5,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00449_Alen Omić,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00452_Alice Torriani,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00454_Albert Outler,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00459_Felician of Foligno,0.0,0.5,0.5,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00460_Annie Landouw,0.0,0.0,0.5,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00462_Bhāskara I,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00464_Damon Herriman,0.5,0.5,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00466_Feroze Gandhi,1.0,0.0,0.5,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00471_D. B. Nihalsinghe,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00478_F. Gwynplaine MacIntyre,0.5,0.5,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00486_Fidel Castro,0.0,1.0,0.5,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00489_Bir Hambir,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00491_Avraham Eilam-Amzallag,0.0,0.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00492_Date Narikuni,0.5,0.0,0.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00495_Ariel Behar,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00498_DeAnna Bennett,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,g4fs4z,0.5,0.5,0.5,0.5,1.0,0.0,0.0
Phi-3.5-mini-instruct,gyp3c3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,hmsv36,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,hrkod1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,irdp6g,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,iuj8br,0.5,1.0,1.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,jizn99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,jjrido,0.5,0.5,0.5,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,llrdyo,0.5,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,lvcurd,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,m70bt5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,mjrz7h,0.5,0.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_000,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_001,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_bio_002,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_003,1.0,1.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_004,1.0,1.0,0.5,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_005,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_006,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_007,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_008,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_009,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_bio_010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_011,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_bio_012,1.0,1.0,1.0,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_bio_013,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_014,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_015,0.0,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_bio_016,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_017,0.5,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_018,0.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_bio_019,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_020,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_021,1.0,1.0,1.0,1.0,1.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_bio_022,0.0,1.0,1.0,1.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_bio_023,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_024,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_bio_025,0.5,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_028,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_029,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_bio_030,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_031,0.0,0.0,0.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_032,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_033,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_034,1.0,0.0,0.0,0.5,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_035,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_bio_036,0.5,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_037,1.0,1.0,1.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_bio_038,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_039,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_000,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_001,0.0,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_002,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_003,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_nar_004,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_005,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_006,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_nar_007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_008,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_nar_009,0.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_010,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_011,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_012,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_nar_013,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_014,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_015,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_016,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_017,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_018,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_019,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_020,0.5,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_021,0.5,1.0,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_022,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_nar_023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_024,0.0,0.5,0.5,0.5,0.5,0.0,1.0
Phi-3.5-mini-instruct,neutral_nar_025,0.5,1.0,1.0,1.0,0.5,1.0,0.0
Phi-3.5-mini-instruct,neutral_nar_026,0.5,0.5,0.5,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_027,1.0,1.0,1.0,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_028,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_029,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_030,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_031,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_032,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_033,0.5,0.5,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_034,0.5,0.5,0.5,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_035,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_036,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_037,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_038,1.0,0.5,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_000,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_001,1.0,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_002,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_003,0.0,0.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_005,1.0,1.0,1.0,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_ncs_006,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_007,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_008,0.0,0.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_009,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_010,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_011,0.0,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_ncs_012,0.0,0.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_ncs_013,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_014,0.5,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_015,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_018,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_021,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_022,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_023,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_024,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_025,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_026,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_027,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_028,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_ncs_029,0.0,0.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_ncs_030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_031,0.0,1.0,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_ncs_032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_033,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_034,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_035,1.0,1.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_036,1.0,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_037,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_038,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_039,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_000,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_001,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_002,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_003,0.0,0.0,0.5,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_qa_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_005,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_007,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_008,0.5,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_009,0.5,0.5,0.5,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_qa_010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_011,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_012,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_013,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_014,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_015,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_016,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_017,0.5,0.5,0.5,0.5,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_018,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_qa_019,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_qa_020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_qa_021,0.0,0.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_022,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_023,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_qa_024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_026,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_qa_027,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_028,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_029,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_qa_030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_032,0.0,0.0,0.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_034,0.0,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_035,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_qa_036,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_037,0.5,0.5,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_038,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_000,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_001,0.5,0.5,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_sum_002,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_003,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_004,0.5,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_005,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_006,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_007,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_sum_008,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_010,0.0,1.0,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_sum_011,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_012,0.5,0.5,0.5,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_013,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_014,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_015,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_016,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_017,1.0,0.5,0.5,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,neutral_sum_018,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_019,1.0,1.0,0.5,0.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_sum_020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_021,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_022,1.0,1.0,1.0,0.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_024,0.5,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_025,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_026,1.0,0.5,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_027,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_028,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_029,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_030,0.0,0.0,0.0,0.5,0.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_sum_031,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_032,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_033,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_034,0.0,1.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_036,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_037,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_038,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_039,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,1nzes2,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,2786lw,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,2ov45h,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,49u4dh,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,4iorz7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,4xzr87,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,53rqr9,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5apkek,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5e6rcz,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,5ec7q2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5f5p86,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5fqwjc,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5g58dz,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5gq4jc,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5j7ypk,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5je6l4,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,5nc21f,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5nzsq6,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5ozqb9,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5qf97d,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5qwzjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5r104c,1.0,1.0,1.0,1.0,1.0,1.0,1.0
